daily_price,lead_time,adults,children,repeated_guest,total_book,pre_cancel,pre_not_cancel,arr_date,arr_week,week_nights,weekend_nights,meal_plan,parking,special_req,canceled
151.0,4,1,0,0,0,0,0,2018-07-05,27,1,0,BB,0,1,0
70.0,323,2,0,0,0,0,0,2016-05-17,20,4,0,BB,0,0,1
95.0,65,2,0,0,0,0,0,2017-05-28,21,1,2,BB,0,2,0
173.7,48,2,0,0,0,0,0,2018-10-15,42,2,2,HB,0,2,0
29.0,0,2,0,0,0,0,0,2016-01-23,3,1,0,BB,0,0,0
71.28,88,2,0,0,0,0,0,2017-02-14,7,1,0,SC,0,1,1
46.0,0,1,0,0,0,0,0,2016-03-17,11,1,0,BB,1,0,0
75.0,2,2,0,1,3,0,3,2016-01-06,1,1,0,BB,0,0,0
103.5,174,2,0,0,0,0,0,2018-08-07,32,1,2,RO,0,1,1
100.75,256,2,0,0,0,0,0,2018-10-16,42,3,2,BB,0,0,1
26.1,2,2,0,0,0,0,0,2016-02-07,5,4,2,BB,0,0,0
95.0,6,2,0,0,0,0,0,2017-04-02,13,0,1,BB,0,1,0
114.0,4,2,0,0,0,0,0,2015-10-18,42,4,2,BB,0,0,0
75.0,245,2,0,0,0,0,0,2018-06-17,24,2,0,BB,0,0,1
79.2,175,2,0,0,0,0,0,2017-03-17,11,2,1,SC,0,1,1
98.1,4,1,0,0,0,0,0,2016-09-26,39,1,1,BB,0,0,1
92.65,61,3,0,0,0,0,0,2018-11-12,46,3,2,BB,0,2,0
130.5,99,2,0,0,0,0,0,2017-04-12,15,2,0,BB,1,0,0
86.4,3,2,0,0,0,0,0,2017-03-09,10,1,0,BB,0,0,0
149.4,202,3,0,0,0,0,0,2017-04-09,14,1,2,BB,0,2,0
84.6,164,1,0,0,0,0,0,2017-07-30,30,0,2,BB,0,1,0
85.0,57,2,0,0,0,0,0,2016-08-05,31,2,1,BB,0,0,0
77.25,24,2,0,0,0,0,0,2016-01-29,4,2,1,BB,0,1,1
80.0,333,1,0,0,1,1,0,2016-09-20,38,2,0,BB,0,0,1
126.9,144,2,0,0,0,0,0,2018-09-12,37,3,1,BB,0,3,0
75.0,134,1,0,0,0,0,0,2017-02-25,8,1,0,BB,0,0,1
330.0,33,2,2,0,0,0,0,2017-08-09,32,4,2,BB,0,1,0
120.0,317,2,0,0,0,0,0,2018-09-15,37,2,0,BB,0,0,1
168.3,69,3,0,0,0,0,0,2016-09-08,36,3,1,BB,0,2,0
138.5,165,2,1,0,0,0,0,2017-06-21,25,10,4,BB,0,1,0
42.43,78,2,0,0,0,0,0,2016-04-12,15,5,0,BB,0,2,0
62.0,16,2,0,0,0,0,0,2015-08-08,32,2,2,BB,0,0,0
96.0,104,2,0,0,0,0,0,2016-04-05,14,2,0,HB,0,0,1
67.43,162,2,0,0,0,0,0,2017-03-31,13,5,2,BB,0,0,1
50.0,0,2,0,1,2,0,2,2016-06-14,24,1,0,BB,0,0,0
169.2,55,3,0,0,0,0,0,2017-03-23,12,3,0,HB,0,3,1
75.0,22,2,0,0,0,0,0,2015-09-16,38,2,0,BB,0,0,0
156.0,17,2,0,0,0,0,0,2016-06-04,22,1,0,BB,0,1,0
88.0,0,2,0,0,0,0,0,2017-01-20,3,2,0,SC,0,0,0
210.0,188,3,0,0,0,0,0,2016-07-24,29,5,2,BB,0,0,0
77.33,2,2,0,0,0,0,0,2016-03-09,10,3,0,BB,1,1,0
190.0,40,3,0,0,0,0,0,2017-06-11,23,2,2,BB,0,1,1
87.31,355,2,0,0,0,0,0,2018-12-26,52,5,2,BB,0,0,1
130.67,87,2,0,0,0,0,0,2017-05-30,22,3,0,SC,0,0,1
133.95,23,3,0,0,0,0,0,2018-06-12,24,0,1,BB,1,0,0
80.0,103,2,0,0,0,0,0,2016-05-04,18,3,0,BB,0,0,0
76.5,35,2,0,0,0,0,0,2017-10-26,43,1,1,BB,0,1,0
80.1,0,2,0,0,0,0,0,2017-07-28,30,1,0,BB,0,0,0
133.33,56,1,0,0,0,0,0,2017-07-08,27,1,2,BB,0,1,0
151.0,16,2,0,0,0,0,0,2018-06-30,26,5,2,BB,0,1,0
44.8,73,2,0,0,1,1,0,2016-01-29,4,2,0,BB,0,1,1
107.41,54,2,0,0,1,0,1,2016-10-15,41,1,1,BB,0,1,0
105.3,125,2,0,0,0,0,0,2016-08-20,33,2,2,BB,0,3,0
70.0,6,2,0,0,0,0,0,2017-08-05,31,4,2,BB,0,0,0
205.0,75,2,2,0,0,0,0,2017-07-22,29,1,1,BB,0,0,0
90.0,408,2,0,0,0,0,0,2017-05-30,22,1,0,BB,0,0,1
198.9,54,2,2,0,0,0,0,2018-05-06,18,1,0,BB,0,2,0
160.0,21,2,0,0,0,0,0,2017-08-13,32,0,2,SC,0,2,0
70.0,160,2,0,0,0,0,0,2015-12-30,53,3,0,BB,0,0,1
94.5,46,2,0,0,0,0,0,2015-10-21,43,4,0,BB,0,1,0
110.78,272,2,0,0,0,0,0,2016-12-27,52,5,1,BB,0,0,0
79.31,38,2,0,0,0,0,0,2017-02-14,7,2,0,HB,0,1,0
99.0,141,2,0,0,0,0,0,2017-06-27,26,4,0,SC,0,0,1
93.0,139,3,0,0,0,0,0,2016-02-11,6,3,0,BB,0,2,0
126.6,38,2,0,0,0,0,0,2016-06-03,22,3,2,BB,1,1,0
119.0,3,2,1,0,0,0,0,2018-03-21,12,1,1,BB,0,0,0
68.0,1,2,0,0,0,0,0,2018-11-05,45,2,2,BB,0,1,0
119.0,13,2,0,0,0,0,0,2018-12-26,52,3,1,BB,0,0,0
240.64,28,2,1,0,0,0,0,2015-07-20,30,5,2,FB,0,0,1
91.96,156,2,1,0,0,0,0,2016-07-19,29,4,0,BB,1,2,0
97.2,48,2,0,0,0,0,0,2017-03-26,12,0,1,BB,0,0,0
62.0,22,2,0,0,0,0,0,2015-07-22,30,2,0,BB,0,0,1
33.3,259,1,0,0,1,1,0,2015-09-17,38,3,0,BB,0,0,1
0.0,14,2,0,0,0,0,0,2016-11-21,47,1,1,BB,0,1,0
170.0,87,2,0,0,0,0,0,2015-09-25,39,3,2,BB,0,0,1
177.33,5,2,0,0,0,0,0,2016-09-12,37,2,1,BB,0,0,1
35.0,2,1,0,0,0,0,0,2017-03-15,11,1,0,BB,1,1,0
68.0,4,2,0,0,0,0,0,2016-03-13,10,0,1,BB,0,1,0
285.17,24,3,1,0,0,0,0,2018-05-21,21,1,2,BB,0,0,1
80.75,214,2,0,0,0,0,0,2018-07-29,30,2,2,RO,0,1,0
115.0,247,2,0,0,0,0,0,2018-06-06,23,1,1,HB,0,0,1
25.0,46,1,0,0,0,0,0,2016-03-11,10,1,0,BB,0,0,0
148.5,164,2,1,0,0,0,0,2017-08-14,33,3,1,BB,0,0,1
62.0,330,2,0,0,1,1,0,2015-09-12,37,2,2,BB,0,0,1
65.0,278,2,0,0,1,1,0,2016-08-11,32,1,0,BB,0,0,1
66.0,0,2,0,0,0,0,0,2015-10-06,41,2,0,BB,1,0,0
91.8,25,2,0,0,0,0,0,2017-02-09,6,3,2,BB,0,2,0
130.9,60,3,0,0,0,0,0,2016-12-23,51,2,2,BB,0,0,1
115.25,61,2,0,0,0,0,0,2016-09-03,35,2,2,HB,1,1,0
90.0,121,2,0,0,0,0,0,2018-06-24,25,2,1,BB,0,0,1
90.0,92,2,0,0,0,0,0,2016-11-11,45,1,0,BB,0,0,0
126.0,87,1,0,0,0,0,0,2017-05-22,21,1,1,BB,0,0,1
225.0,165,2,0,0,0,0,0,2017-05-19,20,2,2,BB,0,0,1
105.3,70,2,0,0,0,0,0,2018-04-22,16,2,0,BB,0,2,0
88.11,171,2,0,0,0,0,0,2016-07-04,27,5,2,BB,0,1,0
166.33,31,2,0,0,0,0,0,2017-06-25,25,1,2,BB,0,1,0
75.0,420,2,0,0,0,0,0,2016-09-03,35,2,2,BB,0,0,1
87.4,164,2,0,0,0,0,0,2017-06-11,23,3,2,HB,0,0,0
79.0,2,1,0,1,1,1,0,2017-02-09,6,2,0,BB,0,1,0
130.5,159,2,0,0,0,0,0,2017-04-28,17,2,1,BB,0,0,1
79.2,96,2,0,0,0,0,0,2016-11-26,47,8,4,BB,0,0,0
52.2,15,2,0,0,0,0,0,2015-11-13,46,2,0,BB,0,0,0
96.3,277,2,0,0,0,0,0,2018-10-21,42,2,0,BB,0,2,1
66.0,3,1,0,1,1,0,1,2018-02-25,8,1,0,BB,0,1,0
85.0,64,2,0,0,0,0,0,2018-09-24,39,1,0,BB,0,0,0
27.07,124,1,0,0,1,0,1,2017-03-26,12,4,2,BB,0,0,0
108.0,17,2,0,0,0,0,0,2018-03-04,9,1,0,BB,0,0,0
76.67,219,1,0,0,0,0,0,2017-09-04,36,2,1,BB,0,0,0
45.0,7,2,0,0,0,0,0,2016-03-03,9,3,0,BB,1,1,0
52.8,7,1,0,0,0,0,0,2016-10-25,43,2,0,BB,0,0,0
100.05,112,2,0,0,0,0,0,2016-11-13,45,3,2,BB,0,1,0
185.0,164,2,0,0,0,0,0,2017-07-09,27,4,2,BB,0,1,0
79.0,13,2,0,0,0,0,0,2016-02-05,5,4,2,SC,0,0,1
75.0,34,2,0,0,0,0,0,2017-01-18,3,1,0,BB,0,0,1
47.0,148,2,0,0,0,0,0,2015-10-24,43,1,0,BB,0,0,1
129.6,114,2,0,0,0,0,0,2018-09-12,37,4,1,BB,0,1,0
76.92,40,2,0,0,0,0,0,2018-06-21,25,1,0,BB,0,0,1
262.0,169,2,0,0,0,0,0,2017-08-20,33,3,2,HB,1,4,0
127.0,14,1,0,0,0,0,0,2018-05-23,21,2,1,BB,0,0,1
29.0,54,2,0,0,0,0,0,2016-03-12,10,5,2,BB,0,0,1
93.0,132,3,0,0,0,0,0,2016-10-18,42,4,0,BB,0,0,1
75.0,113,2,0,0,1,1,0,2016-02-25,8,3,0,BB,0,0,1
110.0,2,2,0,0,0,0,0,2018-04-20,16,2,0,BB,0,0,0
62.0,274,2,0,0,1,1,0,2015-07-18,29,2,2,BB,0,0,1
166.5,228,3,0,0,0,0,0,2017-06-22,25,3,1,BB,0,2,1
62.0,274,2,0,0,0,0,0,2016-04-07,14,2,0,BB,0,0,1
147.25,108,2,0,0,0,0,0,2016-06-11,23,2,2,BB,0,1,0
170.0,88,2,0,0,0,0,0,2015-09-26,39,2,2,BB,0,0,1
108.0,22,2,0,0,0,0,0,2017-07-21,29,1,0,SC,0,1,0
65.75,53,2,0,0,0,0,0,2018-03-06,10,3,2,RO,0,0,0
220.0,85,3,0,0,0,0,0,2017-07-24,30,3,1,BB,0,1,1
91.8,43,2,0,0,0,0,0,2017-03-13,11,3,1,BB,0,3,0
134.0,5,1,0,0,0,0,0,2017-05-08,19,3,1,BB,0,1,0
72.75,210,2,0,0,0,0,0,2015-10-08,41,3,1,BB,0,0,0
89.0,18,2,0,0,0,0,0,2018-04-08,14,1,0,RO,0,0,1
85.0,2,1,0,0,0,0,0,2016-06-14,24,1,0,BB,0,1,0
159.3,38,3,0,0,0,0,0,2016-07-19,29,2,0,BB,1,2,0
100.0,277,2,0,0,0,0,0,2016-11-07,45,2,1,BB,0,0,1
167.5,0,2,0,0,0,0,0,2016-09-24,38,1,1,BB,0,0,0
80.0,42,2,0,0,0,0,0,2016-09-18,37,0,2,BB,0,0,0
87.0,82,2,0,0,0,0,0,2017-05-08,19,3,1,BB,0,1,0
117.3,105,1,0,0,0,0,0,2018-05-05,18,3,0,BB,0,0,1
90.95,70,2,0,0,0,0,0,2018-04-04,14,3,1,BB,0,2,0
80.0,127,2,0,0,0,0,0,2017-03-11,10,1,1,BB,0,0,1
137.7,21,2,0,0,0,0,0,2016-08-15,33,5,2,BB,0,1,1
98.0,1,2,0,0,0,0,0,2017-01-03,1,2,0,BB,0,1,0
149.4,62,2,0,0,0,0,0,2018-09-14,37,4,1,BB,0,3,0
131.75,151,3,0,0,0,0,0,2016-07-14,28,8,2,BB,0,1,0
54.0,53,2,0,0,0,0,0,2017-02-27,9,1,1,HB,0,0,1
54.5,171,1,0,0,0,0,0,2016-04-04,14,1,1,HB,0,0,0
276.0,28,2,0,0,0,0,0,2017-08-28,35,2,1,HB,1,2,0
98.1,31,2,0,0,0,0,0,2018-05-22,21,0,2,RO,0,0,1
94.5,85,2,0,0,0,0,0,2018-07-17,29,2,2,RO,0,0,1
76.67,219,1,0,0,0,0,0,2017-09-04,36,2,1,BB,0,0,0
86.28,258,2,0,0,0,0,0,2015-09-17,38,5,2,HB,0,0,0
0.0,0,2,0,1,0,0,0,2016-06-17,24,0,0,BB,0,0,0
96.3,80,2,0,0,0,0,0,2018-04-08,14,2,0,BB,0,1,0
62.0,144,2,0,0,0,0,0,2017-03-14,11,14,4,HB,0,0,1
121.55,80,3,0,0,0,0,0,2016-04-25,17,3,1,BB,0,3,0
57.0,13,2,0,0,0,0,0,2016-03-27,12,0,2,BB,1,0,0
173.33,33,2,0,0,0,0,0,2017-06-18,24,1,2,BB,0,2,1
128.0,220,1,0,0,0,0,0,2016-09-17,37,1,2,HB,0,0,0
154.0,44,2,0,0,0,0,0,2015-08-01,31,1,1,BB,0,0,0
88.0,14,2,0,0,0,0,0,2017-03-02,9,1,0,BB,0,0,0
151.47,38,3,0,0,0,0,0,2018-08-14,33,1,2,BB,0,0,1
112.5,177,2,0,0,0,0,0,2017-08-10,32,3,1,SC,0,0,0
84.65,29,2,0,0,0,0,0,2016-02-05,5,2,0,BB,0,0,0
0.0,3,2,1,0,0,0,0,2015-09-04,36,2,0,BB,0,3,0
137.0,6,2,0,0,0,0,0,2015-12-31,53,2,0,BB,0,1,0
192.0,4,2,0,0,0,0,0,2015-07-31,31,2,0,BB,1,2,0
101.18,134,2,0,0,0,0,0,2016-05-30,22,5,1,BB,0,0,0
103.7,145,2,1,0,0,0,0,2017-02-20,8,3,1,BB,0,1,0
85.0,56,2,0,0,0,0,0,2017-03-21,12,3,0,BB,0,0,1
162.0,78,2,0,0,0,0,0,2017-05-20,20,1,2,BB,0,2,0
94.5,165,2,0,0,0,0,0,2016-07-08,27,2,0,SC,0,0,1
100.0,280,1,0,0,0,0,0,2016-09-19,38,2,1,BB,0,0,1
90.0,346,1,0,0,0,0,0,2018-09-13,37,2,0,HB,0,0,0
66.88,2,1,0,0,0,0,0,2018-05-15,20,2,2,BB,0,0,0
126.9,52,2,0,0,0,0,0,2016-05-14,19,3,2,BB,0,0,0
114.0,12,2,0,0,0,0,0,2018-07-19,29,2,0,RO,0,1,0
114.5,175,2,0,0,0,0,0,2016-10-01,39,1,1,BB,1,1,0
75.65,3,2,0,0,0,0,0,2016-04-17,15,0,2,BB,0,0,0
80.0,59,2,0,0,0,0,0,2017-01-23,4,1,1,BB,0,0,1
110.0,240,2,0,0,0,0,0,2016-10-21,42,2,1,BB,0,0,1
33.94,36,1,0,0,0,0,0,2017-01-01,52,5,2,BB,0,1,0
112.33,18,1,0,0,0,0,0,2016-05-29,21,1,2,BB,0,1,0
106.25,156,2,0,0,0,0,0,2016-08-14,32,3,2,BB,0,1,0
135.0,2,2,2,0,0,0,0,2016-05-01,17,4,2,BB,0,0,0
109.0,0,2,0,0,0,0,0,2018-08-01,31,0,1,RO,0,1,1
149.0,1,1,0,0,0,0,0,2016-08-11,32,1,0,BB,0,0,0
125.6,288,3,0,0,0,0,0,2017-06-23,25,5,2,BB,0,0,0
135.0,161,2,0,0,0,0,0,2017-06-14,24,3,0,BB,0,0,0
105.33,42,2,0,0,0,0,0,2017-02-17,7,2,1,BB,0,0,0
33.3,99,2,0,0,0,0,0,2016-02-16,7,7,2,BB,0,0,0
86.5,197,0,2,0,0,0,0,2018-07-17,29,0,1,BB,0,0,1
124.2,107,2,0,0,0,0,0,2016-11-04,44,2,1,HB,0,1,1
52.02,91,2,1,0,0,0,0,2016-04-01,13,2,2,SC,0,1,0
95.0,146,2,0,0,0,0,0,2016-04-24,16,0,2,BB,0,0,1
94.5,131,2,0,0,0,0,0,2017-08-15,33,1,2,HB,0,0,0
74.25,320,2,0,0,0,0,0,2017-06-03,22,5,2,BB,0,1,1
36.0,1,1,0,0,0,0,0,2015-11-18,47,1,0,BB,0,1,0
62.0,367,2,0,0,1,1,0,2015-10-19,43,1,1,BB,0,0,1
170.0,4,2,0,0,0,0,0,2018-09-12,37,1,1,BB,0,2,0
89.0,305,2,0,0,0,0,0,2016-11-04,44,2,1,BB,0,0,1
122.4,396,2,0,0,0,0,0,2017-06-25,25,0,2,HB,0,1,0
86.7,292,2,0,0,0,0,0,2016-12-13,50,4,0,BB,0,0,1
25.5,322,2,0,0,0,0,0,2017-01-10,2,40,16,BB,0,0,1
74.8,44,2,0,0,0,0,0,2016-11-25,47,4,2,SC,0,0,1
95.0,0,1,0,0,0,0,0,2016-06-23,25,1,0,BB,0,0,0
93.6,47,2,0,0,0,0,0,2017-01-06,1,2,1,BB,0,1,0
86.58,74,2,0,0,1,1,0,2016-01-01,53,3,2,BB,0,0,1
138.0,7,2,0,0,0,0,0,2018-04-09,15,4,2,BB,0,0,1
76.75,49,2,0,0,0,0,0,2016-03-25,12,2,2,BB,0,0,1
71.33,8,2,0,0,0,0,0,2016-03-19,11,1,2,BB,0,0,0
155.25,0,2,1,0,0,0,0,2016-08-24,34,1,0,BB,1,1,0
65.0,103,2,0,0,0,0,0,2017-03-27,13,1,1,BB,0,0,1
99.0,63,2,0,0,0,0,0,2017-04-09,14,0,2,BB,0,0,0
42.14,48,1,0,1,1,0,1,2016-10-29,43,5,2,BB,0,1,0
55.0,30,2,0,0,0,0,0,2016-10-09,40,0,2,BB,0,0,0
118.0,14,3,0,0,0,0,0,2016-02-25,8,3,0,BB,0,1,0
115.0,320,2,0,0,0,0,0,2018-08-18,33,2,0,HB,0,1,1
140.0,2,2,0,0,0,0,0,2017-08-24,34,1,0,BB,0,1,0
90.0,333,2,0,0,1,1,0,2016-09-20,38,2,0,BB,0,0,1
81.9,40,2,0,0,0,0,0,2016-03-05,9,3,2,BB,0,0,1
117.67,8,2,0,0,0,0,0,2015-09-03,36,3,0,BB,0,2,1
101.5,102,2,0,0,0,0,0,2017-10-16,42,2,0,HB,0,0,1
79.66,247,2,0,0,0,0,0,2017-06-02,22,2,1,HB,0,0,1
75.0,1,1,0,1,6,0,6,2017-01-23,4,0,1,BB,1,2,0
146.1,30,1,2,0,0,0,0,2018-07-15,28,4,2,BB,0,2,0
110.0,247,2,0,0,0,0,0,2016-10-28,43,2,1,BB,0,0,1
231.0,93,2,0,0,0,0,0,2016-08-04,31,4,2,HB,0,0,1
126.9,30,2,0,0,0,0,0,2018-05-15,20,2,2,BB,0,1,0
51.3,224,2,0,0,0,0,0,2016-03-31,13,2,0,BB,0,2,1
109.0,39,2,0,0,0,0,0,2015-08-14,33,2,0,HB,0,0,0
90.95,109,2,0,0,0,0,0,2016-05-22,20,1,2,BB,0,0,0
74.88,41,2,0,0,0,0,0,2016-12-12,50,4,1,HB,1,0,0
72.25,167,2,0,0,0,0,0,2018-08-04,31,3,2,BB,0,1,0
113.53,78,2,0,0,0,0,0,2017-06-19,25,2,1,SC,0,1,0
152.1,150,2,1,0,0,0,0,2017-04-19,16,4,1,BB,0,0,0
82.45,96,2,0,0,0,0,0,2016-08-11,32,2,0,BB,0,0,0
65.45,80,2,0,0,0,0,0,2015-11-14,46,1,2,BB,0,1,0
104.85,35,2,0,0,0,0,0,2015-10-17,42,1,1,BB,0,1,0
63.1,5,1,0,0,0,0,0,2018-01-15,3,2,0,RO,0,0,0
115.0,247,2,0,0,0,0,0,2016-06-06,23,1,1,HB,0,1,0
0.0,271,1,0,0,0,0,0,2015-07-15,29,2,0,BB,0,0,0
130.5,186,2,0,0,0,0,0,2017-04-28,17,2,1,BB,0,1,1
90.0,420,2,0,0,0,0,0,2017-05-20,20,1,2,BB,0,0,1
147.6,45,2,0,0,0,0,0,2018-11-07,45,2,1,BB,0,0,0
72.5,145,1,0,0,0,0,0,2017-08-29,35,1,2,HB,0,0,0
130.0,64,1,0,0,0,0,0,2018-05-17,20,2,0,BB,0,0,0
48.0,1,1,0,0,0,0,0,2016-12-12,50,3,1,BB,0,2,0
114.3,81,2,0,0,0,0,0,2016-07-04,27,4,1,BB,0,1,0
107.0,91,2,0,0,0,0,0,2015-07-10,28,2,0,BB,1,2,0
34.73,36,2,0,0,0,0,0,2016-03-04,9,5,2,BB,0,0,0
50.0,103,2,0,0,0,0,0,2016-02-09,6,2,0,HB,0,0,1
45.0,0,2,0,0,0,0,0,2016-02-05,5,2,2,BB,0,0,0
95.0,2,2,0,0,0,0,0,2017-01-19,3,3,0,BB,0,0,0
76.5,80,2,0,0,0,0,0,2017-07-16,28,2,0,BB,0,1,1
89.0,9,2,0,0,0,0,0,2016-01-12,2,4,0,BB,0,1,0
78.0,21,2,0,0,0,0,0,2017-03-16,11,3,1,BB,0,0,0
30.0,6,1,0,1,1,0,1,2016-12-13,50,1,0,BB,0,0,0
108.8,57,2,1,0,0,0,0,2018-03-21,12,3,1,BB,0,2,0
142.0,155,2,0,0,0,0,0,2017-06-14,24,4,0,HB,0,2,1
76.0,0,1,0,0,0,0,0,2017-01-27,4,1,0,BB,0,1,0
85.0,0,1,0,0,0,0,0,2017-02-28,9,2,0,BB,0,0,0
57.6,231,2,0,0,0,0,0,2016-09-30,39,2,1,BB,0,0,1
88.33,16,2,0,0,0,0,0,2018-01-30,5,1,2,BB,0,0,0
66.0,352,2,0,0,0,0,0,2017-05-25,21,5,2,BB,0,0,0
118.8,133,2,0,0,0,0,0,2016-09-27,39,4,0,SC,0,3,0
67.0,1,1,0,1,2,0,2,2016-04-13,15,1,0,BB,1,1,0
43.0,1,1,0,1,1,0,1,2017-02-08,6,1,0,BB,0,1,0
187.09,92,1,2,0,0,0,0,2016-10-17,42,8,3,HB,0,0,0
70.0,25,2,0,0,0,0,0,2017-12-14,50,0,1,BB,0,0,0
78.3,34,2,0,0,0,0,0,2018-01-16,3,1,2,BB,0,1,0
72.0,49,2,0,0,0,0,0,2017-03-17,11,2,1,BB,0,0,0
85.0,213,2,0,0,0,0,0,2016-05-16,20,1,1,HB,0,0,0
85.0,122,2,0,0,0,0,0,2016-04-15,15,2,0,BB,0,0,0
85.75,11,2,0,0,0,0,0,2016-03-23,12,4,0,BB,0,0,0
80.0,67,2,0,0,0,0,0,2017-02-12,6,0,2,BB,0,0,1
72.25,156,2,0,0,0,0,0,2016-08-08,32,5,2,BB,0,0,0
95.4,295,2,0,0,0,0,0,2016-07-21,29,3,1,BB,0,1,0
22.0,423,1,0,0,0,0,0,2017-07-22,29,1,1,HB,0,0,0
65.0,46,2,0,0,0,0,0,2017-01-01,52,0,2,BB,0,1,0
80.0,75,2,0,0,0,0,0,2018-03-17,11,3,1,BB,0,0,1
139.0,226,2,0,0,1,1,0,2016-06-15,24,4,0,BB,0,1,1
138.38,315,2,0,0,0,0,0,2017-08-20,33,3,2,BB,0,1,1
81.45,76,2,0,0,0,0,0,2015-09-29,40,6,2,BB,0,1,1
63.0,162,2,0,0,0,0,0,2016-03-24,12,3,1,SC,0,0,0
62.0,276,2,0,0,1,1,0,2015-07-20,30,1,1,BB,0,0,1
75.95,81,2,0,0,0,0,0,2018-03-05,10,2,2,BB,0,1,0
89.1,184,2,0,0,0,0,0,2017-07-15,28,3,2,BB,0,3,0
91.0,61,2,0,0,0,0,0,2015-10-04,40,0,2,BB,0,0,0
99.0,15,2,0,0,0,0,0,2018-04-20,16,3,0,BB,0,1,0
102.8,152,2,0,0,0,0,0,2016-07-17,28,2,2,BB,0,0,0
100.0,163,1,0,0,0,0,0,2018-06-05,23,2,2,BB,0,0,1
95.5,423,1,0,0,0,0,0,2017-07-22,29,1,1,HB,0,0,0
80.75,100,2,0,0,0,0,0,2018-09-25,39,1,2,BB,0,0,0
30.0,2,1,0,0,0,0,0,2016-03-16,11,1,0,BB,0,0,0
62.0,260,2,0,0,1,1,0,2015-07-04,27,2,2,BB,0,0,1
167.45,164,2,2,0,0,0,0,2018-08-21,34,2,2,BB,0,0,1
120.6,44,2,0,0,0,0,0,2017-09-12,37,1,2,BB,1,2,0
123.0,2,2,0,0,0,0,0,2017-10-18,42,1,2,BB,0,0,0
116.55,37,1,0,0,0,0,0,2016-06-19,24,2,2,BB,0,0,0
90.0,286,2,0,0,0,0,0,2018-10-16,42,0,1,BB,0,0,1
74.8,60,2,0,0,0,0,0,2017-02-08,6,4,0,SC,0,3,0
210.0,205,2,0,0,0,0,0,2017-08-29,35,2,0,BB,0,3,1
26.0,3,1,0,0,0,0,0,2016-02-28,8,0,1,BB,0,0,0
25.0,4,1,0,0,0,0,0,2016-01-12,2,1,0,BB,0,0,0
